PERFORADORA,DIA,TALADRO,DUREZA . MPA
Perforadora04,28 - 02 - 2023,TALADRO-03100,97.712
Perforadora04,28 - 02 - 2023,TALADRO-03101,65.922
Perforadora04,28 - 02 - 2023,TALADRO-03102,78.214
Perforadora04,28 - 02 - 2023,TALADRO-03103,85.034
Perforadora04,28 - 02 - 2023,TALADRO-03104,59.564
Perforadora04,28 - 02 - 2023,TALADRO-03105,88.962
Perforadora04,28 - 02 - 2023,TALADRO-03106,78.303
Perforadora04,28 - 02 - 2023,TALADRO-03107,89.723
Perforadora04,28 - 02 - 2023,TALADRO-03108,59.142
Perforadora04,28 - 02 - 2023,TALADRO-03109,47.982
Perforadora04,28 - 02 - 2023,TALADRO-03110,75.891
Perforadora04,28 - 02 - 2023,TALADRO-03111,71.845
Perforadora04,28 - 02 - 2023,TALADRO-03112,68.439
Perforadora04,28 - 02 - 2023,TALADRO-03113,77.497
Perforadora04,28 - 02 - 2023,TALADRO-03114,52.349
Perforadora04,16 - 02 - 2023,TALADRO-03115,78.416
Perforadora04,16 - 02 - 2023,TALADRO-03116,31.558
Perforadora04,16 - 02 - 2023,TALADRO-03117,108.551
Perforadora04,16 - 02 - 2023,TALADRO-03118,56.939
Perforadora04,16 - 02 - 2023,TALADRO-03119,41.255
Perforadora04,16 - 02 - 2023,TALADRO-03120,50.595
Perforadora04,17 - 02 - 2023,TALADRO-03121,59.2
Perforadora04,17 - 02 - 2023,TALADRO-03122,82.93
Perforadora04,17 - 02 - 2023,TALADRO-03123,58.0
Perforadora04,17 - 02 - 2023,TALADRO-03124,91.439
Perforadora04,17 - 02 - 2023,TALADRO-03125,51.939
Perforadora04,17 - 02 - 2023,TALADRO-03126,63.734
Perforadora04,17 - 02 - 2023,TALADRO-03127,78.453
Perforadora04,17 - 02 - 2023,TALADRO-03128,42.939
Perforadora04,17 - 02 - 2023,TALADRO-03129,92.78
Perforadora04,17 - 02 - 2023,TALADRO-03130,156.466
Perforadora04,17 - 02 - 2023,TALADRO-03131,37.551
Perforadora04,17 - 02 - 2023,TALADRO-03132,87.674
Perforadora04,17 - 02 - 2023,TALADRO-03133,58.777
Perforadora04,17 - 02 - 2023,TALADRO-03134,62.088
Perforadora04,17 - 02 - 2023,TALADRO-03135,82.423
Perforadora04,17 - 02 - 2023,TALADRO-03136,82.866
Perforadora04,17 - 02 - 2023,TALADRO-03137,77.232
Perforadora04,17 - 02 - 2023,TALADRO-03138,115.458
Perforadora04,17 - 02 - 2023,TALADRO-03139,82.397
Perforadora04,17 - 02 - 2023,TALADRO-03140,69.822
Perforadora04,17 - 02 - 2023,TALADRO-03141,47.696
Perforadora04,17 - 02 - 2023,TALADRO-03142,75.97
Perforadora04,17 - 02 - 2023,TALADRO-03143,58.298
Perforadora04,17 - 02 - 2023,TALADRO-03144,48.623
Perforadora04,17 - 02 - 2023,TALADRO-03145,56.331
Perforadora04,17 - 02 - 2023,TALADRO-03146,63.614
Perforadora04,17 - 02 - 2023,TALADRO-03147,99.884
Perforadora04,17 - 02 - 2023,TALADRO-03148,49.452
Perforadora04,17 - 02 - 2023,TALADRO-03149,65.158
Perforadora04,17 - 02 - 2023,TALADRO-03150,74.676
Perforadora04,17 - 02 - 2023,TALADRO-03151,73.34
Perforadora04,17 - 02 - 2023,TALADRO-03152,101.606
Perforadora04,17 - 02 - 2023,TALADRO-03153,62.039
Perforadora04,17 - 02 - 2023,TALADRO-03154,113.27
Perforadora04,17 - 02 - 2023,TALADRO-03155,83.033
Perforadora04,17 - 02 - 2023,TALADRO-03156,86.205
Perforadora04,17 - 02 - 2023,TALADRO-03157,85.707
Perforadora04,17 - 02 - 2023,TALADRO-03158,66.544
Perforadora04,17 - 02 - 2023,TALADRO-03159,62.969
Perforadora04,17 - 02 - 2023,TALADRO-03160,72.847
Perforadora04,17 - 02 - 2023,TALADRO-03161,110.978
Perforadora04,17 - 02 - 2023,TALADRO-03162,59.28
Perforadora04,17 - 02 - 2023,TALADRO-03163,86.487
Perforadora04,17 - 02 - 2023,TALADRO-03164,25.02
Perforadora04,17 - 02 - 2023,TALADRO-03165,71.45
Perforadora04,17 - 02 - 2023,TALADRO-03166,66.762
Perforadora04,17 - 02 - 2023,TALADRO-03167,53.265
Perforadora04,17 - 02 - 2023,TALADRO-03168,74.856
Perforadora04,17 - 02 - 2023,TALADRO-03169,63.005
Perforadora04,17 - 02 - 2023,TALADRO-03171,69.175
Perforadora04,17 - 02 - 2023,TALADRO-03172,80.063
Perforadora04,17 - 02 - 2023,TALADRO-03173,60.553
Perforadora04,17 - 02 - 2023,TALADRO-03174,61.27
Perforadora04,17 - 02 - 2023,TALADRO-03175,82.393
Perforadora04,17 - 02 - 2023,TALADRO-03176,72.468
Perforadora04,17 - 02 - 2023,TALADRO-03177,71.173
Perforadora04,17 - 02 - 2023,TALADRO-03178,49.222
Perforadora04,17 - 02 - 2023,TALADRO-03179,33.996
Perforadora04,18 - 02 - 2023,TALADRO-03180,86.196
Perforadora04,18 - 02 - 2023,TALADRO-03181,73.628
Perforadora04,18 - 02 - 2023,TALADRO-03182,88.571
Perforadora04,18 - 02 - 2023,TALADRO-03183,57.914
Perforadora04,18 - 02 - 2023,TALADRO-03184,84.69
Perforadora04,18 - 02 - 2023,TALADRO-03185,86.608
Perforadora04,18 - 02 - 2023,TALADRO-03186,59.52
Perforadora04,18 - 02 - 2023,TALADRO-03187,50.667
Perforadora04,18 - 02 - 2023,TALADRO-03188,73.224
Perforadora04,18 - 02 - 2023,TALADRO-03189,68.83
Perforadora04,18 - 02 - 2023,TALADRO-03190,48.207
Perforadora04,18 - 02 - 2023,TALADRO-03191,65.582
Perforadora04,18 - 02 - 2023,TALADRO-03192,56.992
Perforadora04,18 - 02 - 2023,TALADRO-03193,45.292
Perforadora04,18 - 02 - 2023,TALADRO-03194,67.755
Perforadora04,18 - 02 - 2023,TALADRO-03195,76.077
Perforadora04,18 - 02 - 2023,TALADRO-03196,58.564
Perforadora04,18 - 02 - 2023,TALADRO-03197,58.835
Perforadora04,18 - 02 - 2023,TALADRO-03198,91.713
Perforadora04,18 - 02 - 2023,TALADRO-03199,34.71
Perforadora04,18 - 02 - 2023,TALADRO-03200,68.813
Perforadora04,18 - 02 - 2023,TALADRO-03201,72.746
Perforadora04,18 - 02 - 2023,TALADRO-03202,59.633
Perforadora04,18 - 02 - 2023,TALADRO-03205,40.564
Perforadora04,18 - 02 - 2023,TALADRO-03206,57.697
Perforadora04,18 - 02 - 2023,TALADRO-03207,62.297
Perforadora04,18 - 02 - 2023,TALADRO-03208,91.219
Perforadora04,18 - 02 - 2023,TALADRO-03209,109.694
Perforadora04,18 - 02 - 2023,TALADRO-03210,44.814
Perforadora04,18 - 02 - 2023,TALADRO-03211,55.792
Perforadora04,18 - 02 - 2023,TALADRO-03212,73.063
Perforadora04,18 - 02 - 2023,TALADRO-03213,74.411
Perforadora04,18 - 02 - 2023,TALADRO-03214,57.952
Perforadora04,18 - 02 - 2023,TALADRO-03215,72.612
Perforadora04,18 - 02 - 2023,TALADRO-03216,74.792
Perforadora04,18 - 02 - 2023,TALADRO-03217,70.953
Perforadora04,18 - 02 - 2023,TALADRO-03218,65.58
Perforadora04,18 - 02 - 2023,TALADRO-03219,67.807
Perforadora04,18 - 02 - 2023,TALADRO-03220,57.998
Perforadora04,18 - 02 - 2023,TALADRO-03221,76.586
Perforadora04,18 - 02 - 2023,TALADRO-03222,74.29
Perforadora04,18 - 02 - 2023,TALADRO-03223,84.617
Perforadora04,18 - 02 - 2023,TALADRO-03224,39.566
Perforadora04,18 - 02 - 2023,TALADRO-03225,103.036
Perforadora04,18 - 02 - 2023,TALADRO-03226,68.841
Perforadora04,18 - 02 - 2023,TALADRO-03227,69.546
Perforadora04,18 - 02 - 2023,TALADRO-03228,128.895
Perforadora04,18 - 02 - 2023,TALADRO-03229,60.545
Perforadora04,18 - 02 - 2023,TALADRO-03230,96.863
Perforadora04,18 - 02 - 2023,TALADRO-03231,65.682
Perforadora04,18 - 02 - 2023,TALADRO-03232,59.029
Perforadora04,18 - 02 - 2023,TALADRO-03233,91.771
Perforadora04,18 - 02 - 2023,TALADRO-03234,67.639
Perforadora04,18 - 02 - 2023,TALADRO-03235,77.341
Perforadora04,19 - 02 - 2023,TALADRO-03236,76.321
Perforadora04,19 - 02 - 2023,TALADRO-03237,105.501
Perforadora04,19 - 02 - 2023,TALADRO-03238,53.965
Perforadora04,19 - 02 - 2023,TALADRO-03239,78.441
Perforadora04,19 - 02 - 2023,TALADRO-03240,69.785
Perforadora04,19 - 02 - 2023,TALADRO-03241,106.302
Perforadora04,19 - 02 - 2023,TALADRO-03242,98.348
Perforadora04,19 - 02 - 2023,TALADRO-03243,75.17
Perforadora04,19 - 02 - 2023,TALADRO-03244,56.682
Perforadora04,19 - 02 - 2023,TALADRO-03245,37.328
Perforadora04,19 - 02 - 2023,TALADRO-03246,81.167
Perforadora04,19 - 02 - 2023,TALADRO-03247,71.181
Perforadora04,19 - 02 - 2023,TALADRO-03248,59.403
Perforadora04,19 - 02 - 2023,TALADRO-03249,34.044
Perforadora04,19 - 02 - 2023,TALADRO-03250,71.596
Perforadora04,19 - 02 - 2023,TALADRO-03251,43.93
Perforadora04,19 - 02 - 2023,TALADRO-03252,63.298
Perforadora04,19 - 02 - 2023,TALADRO-03253,106.317
Perforadora04,19 - 02 - 2023,TALADRO-03254,38.03
Perforadora04,19 - 02 - 2023,TALADRO-03255,47.035
Perforadora04,19 - 02 - 2023,TALADRO-03256,49.839
Perforadora04,19 - 02 - 2023,TALADRO-03257,85.483
Perforadora04,19 - 02 - 2023,TALADRO-03258,58.216
Perforadora04,19 - 02 - 2023,TALADRO-03259,63.783
Perforadora04,19 - 02 - 2023,TALADRO-03260,32.347
Perforadora04,19 - 02 - 2023,TALADRO-03261,98.019
Perforadora04,19 - 02 - 2023,TALADRO-03262,91.613
Perforadora04,19 - 02 - 2023,TALADRO-03263,65.96
Perforadora04,19 - 02 - 2023,TALADRO-03264,67.091
Perforadora04,19 - 02 - 2023,TALADRO-03265,86.613
Perforadora04,19 - 02 - 2023,TALADRO-03266,105.972
Perforadora04,19 - 02 - 2023,TALADRO-03267,97.812
Perforadora04,19 - 02 - 2023,TALADRO-03268,45.148
Perforadora04,19 - 02 - 2023,TALADRO-03269,73.987
Perforadora04,19 - 02 - 2023,TALADRO-03270,68.15
Perforadora04,19 - 02 - 2023,TALADRO-03271,56.733
Perforadora04,19 - 02 - 2023,TALADRO-03272,54.671
Perforadora04,19 - 02 - 2023,TALADRO-03273,88.408
Perforadora04,19 - 02 - 2023,TALADRO-03274,80.541
Perforadora04,19 - 02 - 2023,TALADRO-03275,51.396
Perforadora04,19 - 02 - 2023,TALADRO-03276,70.857
Perforadora04,19 - 02 - 2023,TALADRO-03278,59.958
Perforadora04,19 - 02 - 2023,TALADRO-03279,49.509
Perforadora04,19 - 02 - 2023,TALADRO-03280,76.892
Perforadora04,19 - 02 - 2023,TALADRO-03281,73.921
Perforadora04,20 - 02 - 2023,TALADRO-03282,82.369
Perforadora04,20 - 02 - 2023,TALADRO-03283,86.629
Perforadora04,20 - 02 - 2023,TALADRO-03284,56.556
Perforadora04,20 - 02 - 2023,TALADRO-03285,56.009
Perforadora04,20 - 02 - 2023,TALADRO-03286,94.384
Perforadora04,20 - 02 - 2023,TALADRO-03287,58.148
Perforadora04,20 - 02 - 2023,TALADRO-03288,70.306
Perforadora04,20 - 02 - 2023,TALADRO-03289,73.296
Perforadora04,20 - 02 - 2023,TALADRO-03290,58.02
Perforadora04,20 - 02 - 2023,TALADRO-03291,31.656
Perforadora04,20 - 02 - 2023,TALADRO-03292,73.973
Perforadora04,20 - 02 - 2023,TALADRO-03293,95.682
Perforadora04,20 - 02 - 2023,TALADRO-03294,76.991
Perforadora04,20 - 02 - 2023,TALADRO-03295,52.819
Perforadora04,20 - 02 - 2023,TALADRO-03296,59.056
Perforadora04,13 - 02 - 2023,TALADRO-03297,79.327
Perforadora04,13 - 02 - 2023,TALADRO-03298,52.796
Perforadora04,13 - 02 - 2023,TALADRO-03299,46.035
Perforadora04,13 - 02 - 2023,TALADRO-03300,78.001
Perforadora04,13 - 02 - 2023,TALADRO-03301,88.894
Perforadora04,13 - 02 - 2023,TALADRO-03302,72.386
Perforadora04,13 - 02 - 2023,TALADRO-03304,56.785
Perforadora04,13 - 02 - 2023,TALADRO-03305,46.5
Perforadora04,13 - 02 - 2023,TALADRO-03306,69.039
Perforadora04,13 - 02 - 2023,TALADRO-03307,79.988
Perforadora04,13 - 02 - 2023,TALADRO-03308,72.981
Perforadora04,13 - 02 - 2023,TALADRO-03309,54.374
Perforadora04,13 - 02 - 2023,TALADRO-03310,64.135
Perforadora04,13 - 02 - 2023,TALADRO-03311,88.898
Perforadora04,13 - 02 - 2023,TALADRO-03312,70.41
Perforadora04,13 - 02 - 2023,TALADRO-03313,64.286
Perforadora04,13 - 02 - 2023,TALADRO-03314,67.279
Perforadora04,13 - 02 - 2023,TALADRO-03315,53.976
Perforadora04,13 - 02 - 2023,TALADRO-03316,81.42
Perforadora04,13 - 02 - 2023,TALADRO-03317,45.567
Perforadora04,13 - 02 - 2023,TALADRO-03318,66.06
Perforadora04,13 - 02 - 2023,TALADRO-03319,69.072
Perforadora04,13 - 02 - 2023,TALADRO-03320,65.294
Perforadora04,13 - 02 - 2023,TALADRO-03321,103.688
Perforadora04,13 - 02 - 2023,TALADRO-03322,117.255
Perforadora04,13 - 02 - 2023,TALADRO-03323,108.313
Perforadora04,13 - 02 - 2023,TALADRO-03324,85.222
Perforadora04,13 - 02 - 2023,TALADRO-03325,55.358
Perforadora04,14 - 02 - 2023,TALADRO-03326,84.654
Perforadora04,14 - 02 - 2023,TALADRO-03327,119.384
Perforadora04,14 - 02 - 2023,TALADRO-03328,50.328
Perforadora04,14 - 02 - 2023,TALADRO-03329,57.393
Perforadora04,14 - 02 - 2023,TALADRO-03330,56.177
Perforadora04,14 - 02 - 2023,TALADRO-03331,85.288
Perforadora04,14 - 02 - 2023,TALADRO-03332,65.715
Perforadora04,14 - 02 - 2023,TALADRO-03333,80.722
Perforadora04,14 - 02 - 2023,TALADRO-03334,53.853
Perforadora04,14 - 02 - 2023,TALADRO-03335,53.917
Perforadora04,14 - 02 - 2023,TALADRO-03336,106.745
Perforadora04,14 - 02 - 2023,TALADRO-03337,52.579
Perforadora04,14 - 02 - 2023,TALADRO-03338,94.844
Perforadora04,14 - 02 - 2023,TALADRO-03339,83.333
Perforadora04,14 - 02 - 2023,TALADRO-03340,101.06
Perforadora04,14 - 02 - 2023,TALADRO-03341,75.122
Perforadora04,14 - 02 - 2023,TALADRO-03342,76.355
Perforadora04,14 - 02 - 2023,TALADRO-03343,80.252
Perforadora04,14 - 02 - 2023,TALADRO-03344,48.819
Perforadora04,14 - 02 - 2023,TALADRO-03345,85.077
Perforadora04,14 - 02 - 2023,TALADRO-03346,51.269
Perforadora04,14 - 02 - 2023,TALADRO-03347,61.048
Perforadora04,14 - 02 - 2023,TALADRO-03348,77.438
Perforadora04,14 - 02 - 2023,TALADRO-03349,33.842
Perforadora04,14 - 02 - 2023,TALADRO-03350,50.806
Perforadora04,14 - 02 - 2023,TALADRO-03351,63.41
Perforadora04,14 - 02 - 2023,TALADRO-03352,67.678
Perforadora04,14 - 02 - 2023,TALADRO-03353,85.631
Perforadora04,14 - 02 - 2023,TALADRO-03354,92.177
Perforadora04,14 - 02 - 2023,TALADRO-03355,65.427
Perforadora04,14 - 02 - 2023,TALADRO-03356,88.036
Perforadora04,14 - 02 - 2023,TALADRO-03357,71.028
Perforadora04,14 - 02 - 2023,TALADRO-03358,89.686
Perforadora04,14 - 02 - 2023,TALADRO-03359,79.455
Perforadora04,14 - 02 - 2023,TALADRO-03360,77.203
Perforadora04,14 - 02 - 2023,TALADRO-03361,75.409
Perforadora04,14 - 02 - 2023,TALADRO-03362,62.927
Perforadora04,14 - 02 - 2023,TALADRO-03363,39.802
Perforadora04,14 - 02 - 2023,TALADRO-03364,73.337
Perforadora04,14 - 02 - 2023,TALADRO-03365,52.153
Perforadora04,14 - 02 - 2023,TALADRO-03366,71.387
Perforadora04,14 - 02 - 2023,TALADRO-03367,72.495
Perforadora04,14 - 02 - 2023,TALADRO-03368,69.213
Perforadora04,14 - 02 - 2023,TALADRO-03369,100.824
Perforadora04,14 - 02 - 2023,TALADRO-03370,54.716
Perforadora04,14 - 02 - 2023,TALADRO-03371,59.989
Perforadora04,14 - 02 - 2023,TALADRO-03372,97.031
Perforadora04,14 - 02 - 2023,TALADRO-03373,89.476
Perforadora04,14 - 02 - 2023,TALADRO-03374,74.184
Perforadora04,14 - 02 - 2023,TALADRO-03375,70.397
Perforadora04,14 - 02 - 2023,TALADRO-03376,82.533
Perforadora04,14 - 02 - 2023,TALADRO-03377,59.804
Perforadora04,14 - 02 - 2023,TALADRO-03378,46.861
Perforadora04,14 - 02 - 2023,TALADRO-03379,62.834
Perforadora04,14 - 02 - 2023,TALADRO-03380,34.584
Perforadora04,15 - 02 - 2023,TALADRO-03381,51.531
Perforadora04,15 - 02 - 2023,TALADRO-03382,68.828
Perforadora04,15 - 02 - 2023,TALADRO-03383,84.382
Perforadora04,15 - 02 - 2023,TALADRO-03384,59.992
Perforadora04,15 - 02 - 2023,TALADRO-03385,68.75
Perforadora04,15 - 02 - 2023,TALADRO-03386,97.153
Perforadora04,15 - 02 - 2023,TALADRO-03387,36.85
Perforadora04,15 - 02 - 2023,TALADRO-03388,90.08
Perforadora04,15 - 02 - 2023,TALADRO-03389,78.174
Perforadora04,15 - 02 - 2023,TALADRO-03390,45.29
Perforadora04,15 - 02 - 2023,TALADRO-03391,76.241
Perforadora04,15 - 02 - 2023,TALADRO-03392,50.315
Perforadora04,15 - 02 - 2023,TALADRO-03393,85.84
Perforadora04,15 - 02 - 2023,TALADRO-03394,70.023
Perforadora04,15 - 02 - 2023,TALADRO-03395,82.193
Perforadora04,15 - 02 - 2023,TALADRO-03396,45.649
Perforadora04,15 - 02 - 2023,TALADRO-03397,45.607
Perforadora04,15 - 02 - 2023,TALADRO-03398,54.805
Perforadora04,15 - 02 - 2023,TALADRO-03399,143.054
Perforadora04,15 - 02 - 2023,TALADRO-03400,67.411
Perforadora04,15 - 02 - 2023,TALADRO-03401,74.597
Perforadora04,15 - 02 - 2023,TALADRO-03402,71.994
Perforadora04,15 - 02 - 2023,TALADRO-03403,37.869
Perforadora04,15 - 02 - 2023,TALADRO-03404,62.5
Perforadora04,15 - 02 - 2023,TALADRO-03405,41.721
Perforadora04,15 - 02 - 2023,TALADRO-03406,78.815
Perforadora04,15 - 02 - 2023,TALADRO-03407,70.979
Perforadora04,15 - 02 - 2023,TALADRO-03408,97.421
Perforadora04,15 - 02 - 2023,TALADRO-03409,54.746
Perforadora04,15 - 02 - 2023,TALADRO-03410,72.692
Perforadora04,15 - 02 - 2023,TALADRO-03411,82.662
Perforadora04,15 - 02 - 2023,TALADRO-03412,62.714
Perforadora04,15 - 02 - 2023,TALADRO-03413,86.702
Perforadora04,15 - 02 - 2023,TALADRO-03414,64.534
Perforadora04,15 - 02 - 2023,TALADRO-03415,53.402
Perforadora04,15 - 02 - 2023,TALADRO-03416,80.757
Perforadora04,15 - 02 - 2023,TALADRO-03417,44.48
Perforadora04,15 - 02 - 2023,TALADRO-03418,80.991
Perforadora04,15 - 02 - 2023,TALADRO-03419,100.259
Perforadora04,15 - 02 - 2023,TALADRO-03420,67.477
Perforadora04,15 - 02 - 2023,TALADRO-03421,101.536
Perforadora04,15 - 02 - 2023,TALADRO-03422,54.441
Perforadora04,15 - 02 - 2023,TALADRO-03423,64.703
Perforadora04,15 - 02 - 2023,TALADRO-03424,32.66
Perforadora04,15 - 02 - 2023,TALADRO-03425,83.567
Perforadora04,15 - 02 - 2023,TALADRO-03426,44.289
Perforadora04,15 - 02 - 2023,TALADRO-03428,93.652
Perforadora04,15 - 02 - 2023,TALADRO-03429,52.838
Perforadora04,15 - 02 - 2023,TALADRO-03430,57.735
Perforadora04,15 - 02 - 2023,TALADRO-03431,57.835
Perforadora04,15 - 02 - 2023,TALADRO-03432,70.983
Perforadora04,15 - 02 - 2023,TALADRO-03433,89.839
Perforadora04,15 - 02 - 2023,TALADRO-03434,91.017
Perforadora04,15 - 02 - 2023,TALADRO-03435,52.517
Perforadora04,15 - 02 - 2023,TALADRO-03436,99.328
Perforadora04,15 - 02 - 2023,TALADRO-03437,70.155
Perforadora04,15 - 02 - 2023,TALADRO-03438,36.349
Perforadora04,15 - 02 - 2023,TALADRO-03439,43.986
Perforadora04,15 - 02 - 2023,TALADRO-03440,59.765
Perforadora04,15 - 02 - 2023,TALADRO-03441,40.433
Perforadora04,15 - 02 - 2023,TALADRO-03442,84.59
Perforadora04,15 - 02 - 2023,TALADRO-03443,97.44
Perforadora04,16 - 02 - 2023,TALADRO-03444,92.846
Perforadora04,16 - 02 - 2023,TALADRO-03445,64.189
Perforadora04,16 - 02 - 2023,TALADRO-03446,72.671
Perforadora04,16 - 02 - 2023,TALADRO-03447,50.649
Perforadora04,16 - 02 - 2023,TALADRO-03448,58.233
Perforadora04,16 - 02 - 2023,TALADRO-03449,48.797
Perforadora04,16 - 02 - 2023,TALADRO-03450,64.265
Perforadora04,16 - 02 - 2023,TALADRO-03451,64.772
Perforadora04,16 - 02 - 2023,TALADRO-03452,60.721
Perforadora04,16 - 02 - 2023,TALADRO-03453,37.356
Perforadora04,16 - 02 - 2023,TALADRO-03454,33.821
Perforadora04,16 - 02 - 2023,TALADRO-03455,71.49
Perforadora04,16 - 02 - 2023,TALADRO-03457,38.82
Perforadora04,16 - 02 - 2023,TALADRO-03458,69.75
Perforadora04,16 - 02 - 2023,TALADRO-03459,83.635
Perforadora04,16 - 02 - 2023,TALADRO-03460,47.836
Perforadora04,16 - 02 - 2023,TALADRO-03461,75.001
Perforadora04,16 - 02 - 2023,TALADRO-03462,90.247
Perforadora04,16 - 02 - 2023,TALADRO-03463,81.656
Perforadora04,16 - 02 - 2023,TALADRO-03464,108.795
Perforadora04,16 - 02 - 2023,TALADRO-03465,88.662
Perforadora04,16 - 02 - 2023,TALADRO-03466,81.77
Perforadora04,16 - 02 - 2023,TALADRO-03467,73.001
Perforadora04,16 - 02 - 2023,TALADRO-03468,68.646
Perforadora04,16 - 02 - 2023,TALADRO-03469,80.939
Perforadora04,16 - 02 - 2023,TALADRO-03470,107.223
Perforadora04,16 - 02 - 2023,TALADRO-03471,70.527
Perforadora04,16 - 02 - 2023,TALADRO-03472,92.847
Perforadora04,16 - 02 - 2023,TALADRO-03473,71.602
Perforadora04,16 - 02 - 2023,TALADRO-03474,85.626
Perforadora04,16 - 02 - 2023,TALADRO-03475,66.109
Perforadora04,16 - 02 - 2023,TALADRO-03476,29.647
Perforadora04,16 - 02 - 2023,TALADRO-03477,52.035
Perforadora04,16 - 02 - 2023,TALADRO-03478,68.286
Perforadora04,16 - 02 - 2023,TALADRO-03479,92.916
Perforadora04,16 - 02 - 2023,TALADRO-03480,83.032
Perforadora04,16 - 02 - 2023,TALADRO-03482,53.992
Perforadora04,16 - 02 - 2023,TALADRO-03483,31.635
Perforadora04,16 - 02 - 2023,TALADRO-03484,48.469
Perforadora04,16 - 02 - 2023,TALADRO-03485,95.417
Perforadora04,16 - 02 - 2023,TALADRO-03486,46.447
Perforadora04,16 - 02 - 2023,TALADRO-03487,67.554
Perforadora04,13 - 01 - 2023,TALADRO-03488,113.326
Perforadora04,13 - 01 - 2023,TALADRO-03489,63.896
Perforadora04,13 - 01 - 2023,TALADRO-03490,81.653
Perforadora04,13 - 01 - 2023,TALADRO-03491,73.387
Perforadora04,13 - 01 - 2023,TALADRO-03492,69.943
Perforadora04,13 - 01 - 2023,TALADRO-03493,96.943
Perforadora04,13 - 01 - 2023,TALADRO-03494,108.457
Perforadora04,13 - 01 - 2023,TALADRO-03495,71.799
Perforadora04,13 - 01 - 2023,TALADRO-03496,59.823
Perforadora04,13 - 01 - 2023,TALADRO-03497,75.865
Perforadora04,13 - 01 - 2023,TALADRO-03498,35.043
Perforadora04,13 - 01 - 2023,TALADRO-03499,73.529
Perforadora04,13 - 01 - 2023,TALADRO-03500,78.276
Perforadora04,13 - 01 - 2023,TALADRO-03501,46.795
Perforadora04,23 - 01 - 2023,TALADRO-03503,81.647
Perforadora04,23 - 01 - 2023,TALADRO-03505,51.683
Perforadora04,23 - 01 - 2023,TALADRO-03506,68.774
Perforadora04,23 - 01 - 2023,TALADRO-03507,59.146
Perforadora04,23 - 01 - 2023,TALADRO-03508,68.452
Perforadora04,23 - 01 - 2023,TALADRO-03509,40.344
Perforadora04,23 - 01 - 2023,TALADRO-03510,74.215
Perforadora04,23 - 01 - 2023,TALADRO-03511,49.402
Perforadora04,23 - 01 - 2023,TALADRO-03512,80.06
Perforadora04,23 - 01 - 2023,TALADRO-03513,49.927
Perforadora04,23 - 01 - 2023,TALADRO-03514,96.167
Perforadora04,23 - 01 - 2023,TALADRO-03515,67.303
Perforadora04,23 - 01 - 2023,TALADRO-03516,77.711
Perforadora04,23 - 01 - 2023,TALADRO-03517,54.994
Perforadora04,23 - 01 - 2023,TALADRO-03518,37.33
Perforadora04,23 - 01 - 2023,TALADRO-03519,44.879
Perforadora04,23 - 01 - 2023,TALADRO-03520,91.862
Perforadora04,23 - 01 - 2023,TALADRO-03522,76.099
Perforadora04,23 - 01 - 2023,TALADRO-03523,26.683
Perforadora04,23 - 01 - 2023,TALADRO-03524,64.467
Perforadora04,23 - 01 - 2023,TALADRO-03525,62.695
Perforadora04,23 - 01 - 2023,TALADRO-03526,53.289
Perforadora04,23 - 01 - 2023,TALADRO-03527,46.481
Perforadora04,23 - 01 - 2023,TALADRO-03528,61.216
Perforadora04,23 - 01 - 2023,TALADRO-03529,54.286
Perforadora04,23 - 01 - 2023,TALADRO-03530,67.857
Perforadora04,23 - 01 - 2023,TALADRO-03531,74.745
Perforadora04,23 - 01 - 2023,TALADRO-03532,70.479
Perforadora04,23 - 01 - 2023,TALADRO-03533,58.461
Perforadora04,23 - 01 - 2023,TALADRO-03534,65.992
Perforadora04,23 - 01 - 2023,TALADRO-03535,47.425
Perforadora04,23 - 01 - 2023,TALADRO-03536,99.689
Perforadora04,23 - 01 - 2023,TALADRO-03537,43.778
Perforadora04,23 - 01 - 2023,TALADRO-03538,80.423
Perforadora04,23 - 01 - 2023,TALADRO-03539,67.248
Perforadora04,24 - 01 - 2023,TALADRO-03540,69.649
Perforadora04,24 - 01 - 2023,TALADRO-03542,78.895
Perforadora04,24 - 01 - 2023,TALADRO-03543,57.116
Perforadora04,24 - 01 - 2023,TALADRO-03544,81.28
Perforadora04,24 - 01 - 2023,TALADRO-03545,56.364
Perforadora04,24 - 01 - 2023,TALADRO-03546,61.419
Perforadora04,24 - 01 - 2023,TALADRO-03547,63.621
Perforadora04,24 - 01 - 2023,TALADRO-03548,49.496
Perforadora04,24 - 01 - 2023,TALADRO-03549,81.258
Perforadora04,24 - 01 - 2023,TALADRO-03550,93.43
Perforadora04,24 - 01 - 2023,TALADRO-03551,86.111
Perforadora04,24 - 01 - 2023,TALADRO-03552,88.06
Perforadora04,24 - 01 - 2023,TALADRO-03553,43.57
Perforadora04,24 - 01 - 2023,TALADRO-03554,34.625
Perforadora04,24 - 01 - 2023,TALADRO-03555,59.348
Perforadora04,24 - 01 - 2023,TALADRO-03556,54.553
Perforadora04,24 - 01 - 2023,TALADRO-03557,33.216
Perforadora04,24 - 01 - 2023,TALADRO-03558,116.458
Perforadora04,06 - 02 - 2023,TALADRO-03559,60.327
Perforadora04,06 - 02 - 2023,TALADRO-03560,47.38
Perforadora04,29 - 01 - 2023,TALADRO-03561,119.08
