PERFORADORA,DIA,TALADRO,DUREZA . MPA
Perforadora05,21 - 02 - 2023,TALADRO-0460,36.194
Perforadora05,21 - 02 - 2023,TALADRO-0461,53.137
Perforadora05,21 - 02 - 2023,TALADRO-0462,59.384
Perforadora05,21 - 02 - 2023,TALADRO-0463,56.99
Perforadora05,21 - 02 - 2023,TALADRO-0464,47.172
Perforadora05,21 - 02 - 2023,TALADRO-0465,61.807
Perforadora05,21 - 02 - 2023,TALADRO-0466,40.219
Perforadora05,21 - 02 - 2023,TALADRO-0467,50.42
Perforadora05,21 - 02 - 2023,TALADRO-0468,44.361
Perforadora05,21 - 02 - 2023,TALADRO-0469,50.983
Perforadora05,21 - 02 - 2023,TALADRO-0470,72.791
Perforadora05,21 - 02 - 2023,TALADRO-0471,78.144
Perforadora05,21 - 02 - 2023,TALADRO-0472,105.397
Perforadora05,21 - 02 - 2023,TALADRO-0473,93.386
Perforadora05,21 - 02 - 2023,TALADRO-0474,34.82
Perforadora05,22 - 02 - 2023,TALADRO-0475,37.941
Perforadora05,22 - 02 - 2023,TALADRO-0476,71.818
Perforadora05,22 - 02 - 2023,TALADRO-0477,57.111
Perforadora05,22 - 02 - 2023,TALADRO-0478,37.925
Perforadora05,22 - 02 - 2023,TALADRO-0479,52.353
Perforadora05,22 - 02 - 2023,TALADRO-0480,93.512
Perforadora05,22 - 02 - 2023,TALADRO-0481,63.014
Perforadora05,22 - 02 - 2023,TALADRO-0482,97.751
Perforadora05,22 - 02 - 2023,TALADRO-0483,113.228
Perforadora05,22 - 02 - 2023,TALADRO-0484,74.415
Perforadora05,22 - 02 - 2023,TALADRO-0485,80.181
Perforadora05,22 - 02 - 2023,TALADRO-0486,29.872
Perforadora05,22 - 02 - 2023,TALADRO-0487,106.996
Perforadora02,11 - 01 - 2023,TALADRO-0488,53.604
Perforadora02,11 - 01 - 2023,TALADRO-0489,79.639
Perforadora02,11 - 01 - 2023,TALADRO-0490,58.862
Perforadora02,11 - 01 - 2023,TALADRO-0491,76.787
Perforadora02,11 - 01 - 2023,TALADRO-0492,66.8
Perforadora02,11 - 01 - 2023,TALADRO-0493,75.206
Perforadora02,11 - 01 - 2023,TALADRO-0494,50.81
Perforadora02,11 - 01 - 2023,TALADRO-0496,65.051
Perforadora02,11 - 01 - 2023,TALADRO-0497,60.204
Perforadora02,11 - 01 - 2023,TALADRO-0498,103.466
Perforadora02,11 - 01 - 2023,TALADRO-0499,47.725
Perforadora02,11 - 01 - 2023,TALADRO-0500,122.155
Perforadora02,11 - 01 - 2023,TALADRO-0501,51.878
Perforadora02,11 - 01 - 2023,TALADRO-0502,74.496
Perforadora02,11 - 01 - 2023,TALADRO-0503,66.271
Perforadora02,11 - 01 - 2023,TALADRO-0504,57.287
Perforadora02,11 - 01 - 2023,TALADRO-0505,88.152
Perforadora02,11 - 01 - 2023,TALADRO-0506,66.506
Perforadora02,11 - 01 - 2023,TALADRO-0507,63.24
Perforadora02,11 - 01 - 2023,TALADRO-0508,55.085
Perforadora02,11 - 01 - 2023,TALADRO-0509,51.765
Perforadora02,11 - 01 - 2023,TALADRO-0510,91.597
Perforadora02,11 - 01 - 2023,TALADRO-0511,72.942
Perforadora02,12 - 01 - 2023,TALADRO-0512,86.775
Perforadora02,12 - 01 - 2023,TALADRO-0513,50.466
Perforadora02,12 - 01 - 2023,TALADRO-0514,58.04
Perforadora02,12 - 01 - 2023,TALADRO-0515,58.413
Perforadora02,12 - 01 - 2023,TALADRO-0516,54.178
Perforadora02,12 - 01 - 2023,TALADRO-0517,68.228
Perforadora02,12 - 01 - 2023,TALADRO-0518,89.542
Perforadora02,12 - 01 - 2023,TALADRO-0519,91.476
Perforadora02,12 - 01 - 2023,TALADRO-0520,77.971
Perforadora02,12 - 01 - 2023,TALADRO-0521,72.639
Perforadora02,12 - 01 - 2023,TALADRO-0522,55.889
Perforadora02,12 - 01 - 2023,TALADRO-0523,56.492
Perforadora02,12 - 01 - 2023,TALADRO-0524,103.501
Perforadora02,12 - 01 - 2023,TALADRO-0525,69.84
Perforadora02,12 - 01 - 2023,TALADRO-0526,77.226
Perforadora02,12 - 01 - 2023,TALADRO-0527,90.17
Perforadora02,12 - 01 - 2023,TALADRO-0528,42.835
Perforadora02,12 - 01 - 2023,TALADRO-0529,28.846
Perforadora02,12 - 01 - 2023,TALADRO-0530,81.598
Perforadora02,12 - 01 - 2023,TALADRO-0531,107.268
Perforadora02,12 - 01 - 2023,TALADRO-0532,62.867
Perforadora02,12 - 01 - 2023,TALADRO-0533,100.645
Perforadora02,12 - 01 - 2023,TALADRO-0534,54.975
Perforadora02,12 - 01 - 2023,TALADRO-0535,107.883
Perforadora02,12 - 01 - 2023,TALADRO-0536,86.112
Perforadora02,12 - 01 - 2023,TALADRO-0537,48.462
Perforadora02,12 - 01 - 2023,TALADRO-0538,66.963
Perforadora02,12 - 01 - 2023,TALADRO-0539,76.785
Perforadora02,12 - 01 - 2023,TALADRO-0540,75.041
Perforadora02,12 - 01 - 2023,TALADRO-0541,99.44
Perforadora02,12 - 01 - 2023,TALADRO-0542,70.097
Perforadora02,12 - 01 - 2023,TALADRO-0543,71.709
Perforadora02,12 - 01 - 2023,TALADRO-0544,91.814
Perforadora02,12 - 01 - 2023,TALADRO-0545,68.235
Perforadora02,12 - 01 - 2023,TALADRO-0546,80.35
Perforadora02,12 - 01 - 2023,TALADRO-0547,82.485
Perforadora02,12 - 01 - 2023,TALADRO-0548,52.786
Perforadora02,12 - 01 - 2023,TALADRO-0549,98.864
Perforadora02,12 - 01 - 2023,TALADRO-0550,91.168
Perforadora02,12 - 01 - 2023,TALADRO-0551,104.414
Perforadora02,12 - 01 - 2023,TALADRO-0552,77.303
Perforadora02,14 - 01 - 2023,TALADRO-0553,94.545
Perforadora02,14 - 01 - 2023,TALADRO-0554,92.877
Perforadora02,14 - 01 - 2023,TALADRO-0555,26.254
Perforadora02,14 - 01 - 2023,TALADRO-0556,86.097
Perforadora02,14 - 01 - 2023,TALADRO-0557,66.508
Perforadora02,14 - 01 - 2023,TALADRO-0558,41.449
Perforadora02,14 - 01 - 2023,TALADRO-0559,37.184
Perforadora02,14 - 01 - 2023,TALADRO-0560,73.57
Perforadora02,14 - 01 - 2023,TALADRO-0561,64.458
Perforadora02,14 - 01 - 2023,TALADRO-0562,41.224
Perforadora02,14 - 01 - 2023,TALADRO-0563,100.062
Perforadora02,14 - 01 - 2023,TALADRO-0564,75.243
Perforadora02,14 - 01 - 2023,TALADRO-0565,61.064
Perforadora02,14 - 01 - 2023,TALADRO-0566,99.272
Perforadora02,14 - 01 - 2023,TALADRO-0567,91.934
Perforadora02,14 - 01 - 2023,TALADRO-0568,37.423
Perforadora02,14 - 01 - 2023,TALADRO-0569,84.656
Perforadora02,14 - 01 - 2023,TALADRO-0570,62.633
Perforadora02,14 - 01 - 2023,TALADRO-0571,74.823
Perforadora02,14 - 01 - 2023,TALADRO-0572,89.29
Perforadora02,22 - 02 - 2023,TALADRO-0573,51.67
Perforadora02,22 - 02 - 2023,TALADRO-0574,79.417
Perforadora02,22 - 02 - 2023,TALADRO-0575,72.625
Perforadora02,22 - 02 - 2023,TALADRO-0576,34.074
Perforadora02,22 - 02 - 2023,TALADRO-0577,69.652
Perforadora02,22 - 02 - 2023,TALADRO-0578,70.032
Perforadora02,22 - 02 - 2023,TALADRO-0579,62.921
Perforadora02,22 - 02 - 2023,TALADRO-0580,58.436
Perforadora02,22 - 02 - 2023,TALADRO-0581,47.857
Perforadora02,22 - 02 - 2023,TALADRO-0582,63.693
Perforadora02,22 - 02 - 2023,TALADRO-0583,65.85
Perforadora02,22 - 02 - 2023,TALADRO-0584,51.131
Perforadora02,22 - 02 - 2023,TALADRO-0585,61.285
Perforadora02,22 - 02 - 2023,TALADRO-0586,54.845
Perforadora02,22 - 02 - 2023,TALADRO-0587,53.855
Perforadora02,23 - 02 - 2023,TALADRO-0588,41.679
Perforadora02,23 - 02 - 2023,TALADRO-0589,66.207
Perforadora02,23 - 02 - 2023,TALADRO-0590,63.757
Perforadora02,23 - 02 - 2023,TALADRO-0591,31.424
Perforadora02,23 - 02 - 2023,TALADRO-0592,65.535
Perforadora02,23 - 02 - 2023,TALADRO-0593,104.47
Perforadora02,23 - 02 - 2023,TALADRO-0594,63.135
Perforadora02,23 - 02 - 2023,TALADRO-0595,71.201
Perforadora02,23 - 02 - 2023,TALADRO-0596,51.651
Perforadora02,23 - 02 - 2023,TALADRO-0597,51.428
Perforadora02,23 - 02 - 2023,TALADRO-0599,79.419
Perforadora02,23 - 02 - 2023,TALADRO-0600,93.137
Perforadora02,23 - 02 - 2023,TALADRO-0601,27.96
Perforadora02,23 - 02 - 2023,TALADRO-0602,55.604
Perforadora02,23 - 02 - 2023,TALADRO-0603,48.612
Perforadora02,23 - 02 - 2023,TALADRO-0604,68.054
Perforadora02,23 - 02 - 2023,TALADRO-0605,99.861
Perforadora02,23 - 02 - 2023,TALADRO-0606,64.043
Perforadora02,23 - 02 - 2023,TALADRO-0607,105.197
Perforadora02,23 - 02 - 2023,TALADRO-0608,80.771
Perforadora02,23 - 02 - 2023,TALADRO-0609,92.311
Perforadora02,23 - 02 - 2023,TALADRO-0610,49.641
Perforadora02,23 - 02 - 2023,TALADRO-0611,46.643
Perforadora02,23 - 02 - 2023,TALADRO-0612,70.62
Perforadora02,23 - 02 - 2023,TALADRO-0613,42.876
Perforadora02,23 - 02 - 2023,TALADRO-0614,109.774
Perforadora02,23 - 02 - 2023,TALADRO-0615,72.709
Perforadora02,23 - 02 - 2023,TALADRO-0616,68.144
Perforadora02,23 - 02 - 2023,TALADRO-0617,59.648
Perforadora02,23 - 02 - 2023,TALADRO-0618,108.799
Perforadora02,23 - 02 - 2023,TALADRO-0619,63.924
Perforadora02,23 - 02 - 2023,TALADRO-0620,75.308
Perforadora02,23 - 02 - 2023,TALADRO-0621,65.128
Perforadora02,23 - 02 - 2023,TALADRO-0622,58.078
Perforadora02,23 - 02 - 2023,TALADRO-0623,38.375
Perforadora02,23 - 02 - 2023,TALADRO-0624,63.105
Perforadora02,23 - 02 - 2023,TALADRO-0625,39.007
Perforadora02,23 - 02 - 2023,TALADRO-0626,67.345
Perforadora02,23 - 02 - 2023,TALADRO-0627,79.308
Perforadora02,23 - 02 - 2023,TALADRO-0628,90.94
Perforadora02,24 - 02 - 2023,TALADRO-0629,52.73
Perforadora02,24 - 02 - 2023,TALADRO-0630,74.583
Perforadora02,24 - 02 - 2023,TALADRO-0631,66.12
Perforadora02,24 - 02 - 2023,TALADRO-0632,82.214
Perforadora02,24 - 02 - 2023,TALADRO-0633,95.043
Perforadora02,24 - 02 - 2023,TALADRO-0634,35.83
Perforadora02,24 - 02 - 2023,TALADRO-0635,83.675
Perforadora02,24 - 02 - 2023,TALADRO-0636,96.207
Perforadora02,24 - 02 - 2023,TALADRO-0637,64.641
Perforadora02,24 - 02 - 2023,TALADRO-0638,45.467
Perforadora02,24 - 02 - 2023,TALADRO-0639,61.298
Perforadora02,24 - 02 - 2023,TALADRO-0640,75.003
Perforadora02,24 - 02 - 2023,TALADRO-0641,85.302
Perforadora02,24 - 02 - 2023,TALADRO-0642,55.923
Perforadora02,24 - 02 - 2023,TALADRO-0643,51.879
Perforadora02,24 - 02 - 2023,TALADRO-0644,99.078
Perforadora02,24 - 02 - 2023,TALADRO-0645,64.776
Perforadora02,24 - 02 - 2023,TALADRO-0646,71.055
Perforadora02,24 - 02 - 2023,TALADRO-0647,99.886
Perforadora02,24 - 02 - 2023,TALADRO-0648,59.235
Perforadora02,24 - 02 - 2023,TALADRO-0649,53.375
Perforadora02,24 - 02 - 2023,TALADRO-0650,65.683
Perforadora02,24 - 02 - 2023,TALADRO-0651,84.03
Perforadora02,24 - 02 - 2023,TALADRO-0652,65.606
Perforadora02,24 - 02 - 2023,TALADRO-0653,79.62
Perforadora02,24 - 02 - 2023,TALADRO-0654,99.431
Perforadora02,24 - 02 - 2023,TALADRO-0655,56.972
Perforadora02,24 - 02 - 2023,TALADRO-0656,53.426
Perforadora02,25 - 02 - 2023,TALADRO-0657,69.201
Perforadora02,25 - 02 - 2023,TALADRO-0658,66.437
Perforadora02,25 - 02 - 2023,TALADRO-0659,71.526
Perforadora02,25 - 02 - 2023,TALADRO-0660,36.939
Perforadora02,25 - 02 - 2023,TALADRO-0661,53.181
Perforadora02,25 - 02 - 2023,TALADRO-0662,77.189
Perforadora02,25 - 02 - 2023,TALADRO-0663,88.1
Perforadora02,25 - 02 - 2023,TALADRO-0664,87.127
Perforadora02,25 - 02 - 2023,TALADRO-0665,64.523
Perforadora02,25 - 02 - 2023,TALADRO-0666,79.839
Perforadora02,25 - 02 - 2023,TALADRO-0667,51.903
Perforadora02,25 - 02 - 2023,TALADRO-0668,49.201
Perforadora02,25 - 02 - 2023,TALADRO-0669,109.8
Perforadora02,25 - 02 - 2023,TALADRO-0670,55.802
Perforadora02,25 - 02 - 2023,TALADRO-0671,60.917
Perforadora02,25 - 02 - 2023,TALADRO-0672,80.66
Perforadora02,25 - 02 - 2023,TALADRO-0673,109.88
Perforadora02,25 - 02 - 2023,TALADRO-0674,98.356
Perforadora02,25 - 02 - 2023,TALADRO-0675,55.834
Perforadora02,25 - 02 - 2023,TALADRO-0676,91.72
Perforadora02,25 - 02 - 2023,TALADRO-0677,68.502
Perforadora02,25 - 02 - 2023,TALADRO-0678,139.708
Perforadora02,25 - 02 - 2023,TALADRO-0679,76.622
Perforadora02,25 - 02 - 2023,TALADRO-0680,45.763
Perforadora02,25 - 02 - 2023,TALADRO-0681,95.682
Perforadora02,25 - 02 - 2023,TALADRO-0682,111.84
Perforadora02,25 - 02 - 2023,TALADRO-0683,50.808
Perforadora02,25 - 02 - 2023,TALADRO-0684,80.694
Perforadora02,25 - 02 - 2023,TALADRO-0685,54.688
Perforadora02,25 - 02 - 2023,TALADRO-0686,39.012
Perforadora02,25 - 02 - 2023,TALADRO-0687,35.486
Perforadora02,26 - 02 - 2023,TALADRO-0688,55.433
Perforadora02,26 - 02 - 2023,TALADRO-0689,61.332
Perforadora02,26 - 02 - 2023,TALADRO-0690,94.005
Perforadora02,26 - 02 - 2023,TALADRO-0691,53.582
Perforadora02,26 - 02 - 2023,TALADRO-0692,86.913
Perforadora02,26 - 02 - 2023,TALADRO-0693,78.311
Perforadora02,26 - 02 - 2023,TALADRO-0694,73.149
Perforadora02,26 - 02 - 2023,TALADRO-0695,68.452
Perforadora02,26 - 02 - 2023,TALADRO-0696,39.932
Perforadora02,26 - 02 - 2023,TALADRO-0697,60.219
Perforadora02,26 - 02 - 2023,TALADRO-0698,88.371
Perforadora02,26 - 02 - 2023,TALADRO-0699,43.155
Perforadora02,26 - 02 - 2023,TALADRO-0700,96.093
Perforadora02,26 - 02 - 2023,TALADRO-0701,73.051
Perforadora02,26 - 02 - 2023,TALADRO-0702,55.626
Perforadora02,26 - 02 - 2023,TALADRO-0703,71.177
Perforadora02,26 - 02 - 2023,TALADRO-0704,72.534
Perforadora02,26 - 02 - 2023,TALADRO-0705,62.03
Perforadora02,26 - 02 - 2023,TALADRO-0706,39.236
Perforadora02,26 - 02 - 2023,TALADRO-0707,69.162
Perforadora02,26 - 02 - 2023,TALADRO-0708,88.312
Perforadora02,26 - 02 - 2023,TALADRO-0709,77.103
Perforadora02,26 - 02 - 2023,TALADRO-0710,54.508
Perforadora02,26 - 02 - 2023,TALADRO-0711,40.969
Perforadora02,26 - 02 - 2023,TALADRO-0712,100.65
Perforadora02,26 - 02 - 2023,TALADRO-0713,51.098
Perforadora02,26 - 02 - 2023,TALADRO-0714,61.662
Perforadora02,26 - 02 - 2023,TALADRO-0715,68.238
Perforadora02,26 - 02 - 2023,TALADRO-0716,83.144
Perforadora02,26 - 02 - 2023,TALADRO-0717,39.03
Perforadora02,26 - 02 - 2023,TALADRO-0718,59.017
Perforadora02,26 - 02 - 2023,TALADRO-0719,65.54
Perforadora02,26 - 02 - 2023,TALADRO-0720,55.464
Perforadora02,26 - 02 - 2023,TALADRO-0721,105.041
Perforadora02,26 - 02 - 2023,TALADRO-0722,71.244
Perforadora02,26 - 02 - 2023,TALADRO-0723,52.928
Perforadora02,26 - 02 - 2023,TALADRO-0724,104.892
Perforadora02,26 - 02 - 2023,TALADRO-0725,88.036
Perforadora02,26 - 02 - 2023,TALADRO-0726,58.557
Perforadora02,26 - 02 - 2023,TALADRO-0727,69.336
Perforadora02,26 - 02 - 2023,TALADRO-0728,52.879
Perforadora02,26 - 02 - 2023,TALADRO-0729,87.837
Perforadora02,26 - 02 - 2023,TALADRO-0730,65.767
Perforadora02,26 - 02 - 2023,TALADRO-0731,44.07
Perforadora02,26 - 02 - 2023,TALADRO-0732,77.276
Perforadora02,26 - 02 - 2023,TALADRO-0733,42.25
Perforadora02,26 - 02 - 2023,TALADRO-0734,70.331
Perforadora02,26 - 02 - 2023,TALADRO-0735,61.441
Perforadora02,26 - 02 - 2023,TALADRO-0736,105.77
Perforadora02,26 - 02 - 2023,TALADRO-0737,76.9
Perforadora02,26 - 02 - 2023,TALADRO-0738,92.392
Perforadora02,26 - 02 - 2023,TALADRO-0739,91.289
Perforadora02,26 - 02 - 2023,TALADRO-0740,80.036
Perforadora02,27 - 02 - 2023,TALADRO-0741,74.999
Perforadora02,27 - 02 - 2023,TALADRO-0742,56.018
Perforadora02,27 - 02 - 2023,TALADRO-0743,49.262
Perforadora02,27 - 02 - 2023,TALADRO-0744,84.435
Perforadora02,27 - 02 - 2023,TALADRO-0745,81.703
Perforadora02,27 - 02 - 2023,TALADRO-0746,88.037
Perforadora02,27 - 02 - 2023,TALADRO-0747,76.111
Perforadora02,27 - 02 - 2023,TALADRO-0748,57.052
Perforadora02,27 - 02 - 2023,TALADRO-0749,62.958
Perforadora02,27 - 02 - 2023,TALADRO-0750,55.682
Perforadora02,27 - 02 - 2023,TALADRO-0751,45.775
Perforadora02,27 - 02 - 2023,TALADRO-0752,35.642
Perforadora02,27 - 02 - 2023,TALADRO-0753,104.542
Perforadora02,27 - 02 - 2023,TALADRO-0754,68.297
Perforadora02,27 - 02 - 2023,TALADRO-0755,89.752
Perforadora02,02 - 01 - 2023,TALADRO-0756,71.646
Perforadora02,02 - 01 - 2023,TALADRO-0757,61.132
Perforadora02,02 - 01 - 2023,TALADRO-0758,83.298
Perforadora02,06 - 01 - 2023,TALADRO-0759,78.174
Perforadora02,06 - 01 - 2023,TALADRO-0760,43.87
Perforadora02,06 - 01 - 2023,TALADRO-0761,48.679
Perforadora02,06 - 01 - 2023,TALADRO-0762,74.871
Perforadora02,06 - 01 - 2023,TALADRO-0763,68.266
Perforadora02,06 - 01 - 2023,TALADRO-0764,91.782
Perforadora02,06 - 01 - 2023,TALADRO-0765,62.39
Perforadora02,06 - 01 - 2023,TALADRO-0766,64.829
Perforadora02,07 - 01 - 2023,TALADRO-0767,70.292
Perforadora02,07 - 01 - 2023,TALADRO-0768,42.43
Perforadora02,07 - 01 - 2023,TALADRO-0769,61.98
Perforadora02,07 - 01 - 2023,TALADRO-0770,104.637
Perforadora02,07 - 01 - 2023,TALADRO-0771,39.064
Perforadora02,07 - 01 - 2023,TALADRO-0772,63.628
Perforadora02,07 - 01 - 2023,TALADRO-0773,50.905
Perforadora02,07 - 01 - 2023,TALADRO-0774,48.287
Perforadora02,07 - 01 - 2023,TALADRO-0775,100.464
Perforadora02,07 - 01 - 2023,TALADRO-0776,32.886
Perforadora02,07 - 01 - 2023,TALADRO-0777,43.948
Perforadora02,14 - 01 - 2023,TALADRO-0778,42.746
Perforadora02,14 - 01 - 2023,TALADRO-0779,43.07
Perforadora02,14 - 01 - 2023,TALADRO-0780,68.725
Perforadora02,14 - 01 - 2023,TALADRO-0781,106.398
Perforadora02,14 - 01 - 2023,TALADRO-0782,55.861
Perforadora02,14 - 01 - 2023,TALADRO-0783,62.182
Perforadora02,30 - 01 - 2023,TALADRO-0784,44.815
Perforadora02,30 - 01 - 2023,TALADRO-0785,83.765
Perforadora02,30 - 01 - 2023,TALADRO-0786,88.478
Perforadora02,30 - 01 - 2023,TALADRO-0787,77.503
Perforadora02,30 - 01 - 2023,TALADRO-0788,50.795
Perforadora02,30 - 01 - 2023,TALADRO-0789,96.321
Perforadora02,30 - 01 - 2023,TALADRO-0790,83.919
Perforadora02,30 - 01 - 2023,TALADRO-0791,58.759
Perforadora02,30 - 01 - 2023,TALADRO-0792,80.245
Perforadora02,30 - 01 - 2023,TALADRO-0793,109.027
Perforadora02,30 - 01 - 2023,TALADRO-0794,92.482
Perforadora02,30 - 01 - 2023,TALADRO-0795,77.713
Perforadora02,30 - 01 - 2023,TALADRO-0796,104.085
Perforadora02,30 - 01 - 2023,TALADRO-0797,71.551
Perforadora02,30 - 01 - 2023,TALADRO-0798,54.794
Perforadora02,30 - 01 - 2023,TALADRO-0799,55.013
Perforadora02,30 - 01 - 2023,TALADRO-0800,99.427
Perforadora02,30 - 01 - 2023,TALADRO-0801,68.041
Perforadora02,30 - 01 - 2023,TALADRO-0802,81.418
Perforadora02,30 - 01 - 2023,TALADRO-0803,51.214
Perforadora02,30 - 01 - 2023,TALADRO-0804,59.451
Perforadora02,30 - 01 - 2023,TALADRO-0805,80.955
Perforadora02,30 - 01 - 2023,TALADRO-0806,73.214
Perforadora02,30 - 01 - 2023,TALADRO-0807,60.37
Perforadora02,30 - 01 - 2023,TALADRO-0808,96.517
Perforadora02,30 - 01 - 2023,TALADRO-0809,43.269
Perforadora02,30 - 01 - 2023,TALADRO-0810,29.721
Perforadora02,30 - 01 - 2023,TALADRO-0811,95.665
Perforadora02,30 - 01 - 2023,TALADRO-0812,61.713
Perforadora02,30 - 01 - 2023,TALADRO-0813,40.561
Perforadora02,30 - 01 - 2023,TALADRO-0814,97.757
Perforadora02,30 - 01 - 2023,TALADRO-0815,60.303
Perforadora02,30 - 01 - 2023,TALADRO-0816,53.457
Perforadora02,30 - 01 - 2023,TALADRO-0817,93.581
Perforadora02,30 - 01 - 2023,TALADRO-0818,59.108
Perforadora02,30 - 01 - 2023,TALADRO-0819,61.374
Perforadora02,30 - 01 - 2023,TALADRO-0820,80.415
Perforadora02,30 - 01 - 2023,TALADRO-0821,72.797
Perforadora02,30 - 01 - 2023,TALADRO-0822,71.011
Perforadora02,30 - 01 - 2023,TALADRO-0823,103.661
Perforadora02,30 - 01 - 2023,TALADRO-0824,110.95
Perforadora02,30 - 01 - 2023,TALADRO-0825,68.443
Perforadora02,30 - 01 - 2023,TALADRO-0826,54.364
Perforadora02,30 - 01 - 2023,TALADRO-0827,57.098
Perforadora02,30 - 01 - 2023,TALADRO-0828,41.736
Perforadora02,30 - 01 - 2023,TALADRO-0829,40.792
Perforadora02,30 - 01 - 2023,TALADRO-0830,48.404
Perforadora02,30 - 01 - 2023,TALADRO-0831,87.913
Perforadora02,30 - 01 - 2023,TALADRO-0832,42.05
Perforadora02,30 - 01 - 2023,TALADRO-0833,83.493
Perforadora02,30 - 01 - 2023,TALADRO-0834,57.597
Perforadora02,30 - 01 - 2023,TALADRO-0835,45.186
Perforadora02,02 - 02 - 2023,TALADRO-0837,77.679
Perforadora02,02 - 02 - 2023,TALADRO-0838,83.268
Perforadora02,02 - 02 - 2023,TALADRO-0839,65.053
Perforadora02,02 - 02 - 2023,TALADRO-0840,48.038
Perforadora02,03 - 02 - 2023,TALADRO-0841,123.524
Perforadora02,03 - 02 - 2023,TALADRO-0842,81.535
Perforadora02,03 - 02 - 2023,TALADRO-0843,30.129
Perforadora02,03 - 02 - 2023,TALADRO-0844,56.855
Perforadora02,03 - 02 - 2023,TALADRO-0845,79.451
Perforadora02,04 - 02 - 2023,TALADRO-0846,77.739
Perforadora02,04 - 02 - 2023,TALADRO-0847,34.948
Perforadora02,04 - 02 - 2023,TALADRO-0848,70.578
Perforadora02,04 - 02 - 2023,TALADRO-0849,60.223
Perforadora02,04 - 02 - 2023,TALADRO-0850,123.331
Perforadora02,04 - 02 - 2023,TALADRO-0851,88.266
Perforadora02,04 - 02 - 2023,TALADRO-0852,66.577
Perforadora02,04 - 02 - 2023,TALADRO-0853,58.05
Perforadora02,04 - 02 - 2023,TALADRO-0854,45.74
Perforadora02,04 - 02 - 2023,TALADRO-0855,69.673
Perforadora02,04 - 02 - 2023,TALADRO-0856,80.189
Perforadora02,04 - 02 - 2023,TALADRO-0857,32.321
Perforadora02,04 - 02 - 2023,TALADRO-0858,67.405
Perforadora02,04 - 02 - 2023,TALADRO-0859,82.809
Perforadora02,04 - 02 - 2023,TALADRO-0860,58.969
Perforadora02,04 - 02 - 2023,TALADRO-0861,80.601
Perforadora02,04 - 02 - 2023,TALADRO-0862,58.307
Perforadora02,04 - 02 - 2023,TALADRO-0863,54.867
Perforadora02,04 - 02 - 2023,TALADRO-0864,68.24
Perforadora02,04 - 02 - 2023,TALADRO-0865,28.835
Perforadora02,04 - 02 - 2023,TALADRO-0866,59.029
Perforadora02,04 - 02 - 2023,TALADRO-0867,53.8
Perforadora02,04 - 02 - 2023,TALADRO-0868,63.754
Perforadora02,04 - 02 - 2023,TALADRO-0869,83.118
Perforadora02,04 - 02 - 2023,TALADRO-0870,79.442
Perforadora02,05 - 02 - 2023,TALADRO-0871,61.377
Perforadora02,05 - 02 - 2023,TALADRO-0872,58.57
Perforadora02,05 - 02 - 2023,TALADRO-0873,110.113
Perforadora02,05 - 02 - 2023,TALADRO-0874,59.908
Perforadora02,05 - 02 - 2023,TALADRO-0875,51.718
Perforadora02,05 - 02 - 2023,TALADRO-0876,68.575
Perforadora02,05 - 02 - 2023,TALADRO-0877,82.748
Perforadora02,05 - 02 - 2023,TALADRO-0878,125.763
Perforadora02,05 - 02 - 2023,TALADRO-0879,60.56
Perforadora02,05 - 02 - 2023,TALADRO-0880,91.671
Perforadora02,05 - 02 - 2023,TALADRO-0881,51.51
Perforadora02,05 - 02 - 2023,TALADRO-0882,75.399
Perforadora02,05 - 02 - 2023,TALADRO-0883,71.089
Perforadora02,05 - 02 - 2023,TALADRO-0884,51.795
Perforadora02,05 - 02 - 2023,TALADRO-0885,55.532
Perforadora02,05 - 02 - 2023,TALADRO-0886,55.667
Perforadora02,05 - 02 - 2023,TALADRO-0887,91.513
Perforadora02,05 - 02 - 2023,TALADRO-0888,56.029
Perforadora02,05 - 02 - 2023,TALADRO-0889,68.079
Perforadora02,05 - 02 - 2023,TALADRO-0890,69.949
Perforadora02,07 - 02 - 2023,TALADRO-0891,62.372
Perforadora02,07 - 02 - 2023,TALADRO-0892,85.551
Perforadora02,07 - 02 - 2023,TALADRO-0893,90.82
Perforadora02,07 - 02 - 2023,TALADRO-0894,57.01
Perforadora02,07 - 02 - 2023,TALADRO-0895,62.959
Perforadora02,07 - 02 - 2023,TALADRO-0896,73.039
Perforadora02,07 - 02 - 2023,TALADRO-0897,67.194
Perforadora02,07 - 02 - 2023,TALADRO-0898,27.065
Perforadora02,07 - 02 - 2023,TALADRO-0899,50.173
Perforadora02,07 - 02 - 2023,TALADRO-0900,67.348
Perforadora02,07 - 02 - 2023,TALADRO-0901,110.073
Perforadora02,07 - 02 - 2023,TALADRO-0902,70.17
Perforadora02,07 - 02 - 2023,TALADRO-0903,69.377
Perforadora02,07 - 02 - 2023,TALADRO-0904,50.49
Perforadora02,07 - 02 - 2023,TALADRO-0905,48.406
Perforadora02,07 - 02 - 2023,TALADRO-0906,68.579
Perforadora02,07 - 02 - 2023,TALADRO-0907,60.31
Perforadora02,07 - 02 - 2023,TALADRO-0908,71.646
Perforadora02,07 - 02 - 2023,TALADRO-0909,97.265
Perforadora02,07 - 02 - 2023,TALADRO-0910,82.393
Perforadora02,07 - 02 - 2023,TALADRO-0911,46.855
Perforadora02,07 - 02 - 2023,TALADRO-0912,92.303
